 # Key parameters for the calculation
 # TASK,INSTR,TEMP,WING,E_UNIT
 #    0,   0,   5,   0,   0
 # deltaE,Total-backward,Total-forward,[backward 0-1 0-2 0-3 0-4+]
  0.800000E+01,  0.266907E-02,  0.478484E-03,  0.266907E-02,  0.150224E-09,  0.109964E-20,  0.000000E+00
  0.900000E+01,  0.327605E-02,  0.588873E-03,  0.327605E-02,  0.491738E-09,  0.115405E-19,  0.000000E+00
  0.100000E+02,  0.379290E-02,  0.684098E-03,  0.379290E-02,  0.140669E-08,  0.999928E-19,  0.000000E+00
  0.110000E+02,  0.422474E-02,  0.765058E-03,  0.422474E-02,  0.353299E-08,  0.735279E-18,  0.000000E+00
  0.120000E+02,  0.459043E-02,  0.834992E-03,  0.459042E-02,  0.783829E-08,  0.469267E-17,  0.000000E+00
  0.130000E+02,  0.490168E-02,  0.895857E-03,  0.490167E-02,  0.154858E-07,  0.260542E-16,  0.000000E+00
  0.140000E+02,  0.516530E-02,  0.948802E-03,  0.516527E-02,  0.275297E-07,  0.126116E-15,  0.000000E+00
  0.150000E+02,  0.539480E-02,  0.996271E-03,  0.539475E-02,  0.446104E-07,  0.533453E-15,  0.000000E+00
  0.160000E+02,  0.561125E-02,  0.104210E-02,  0.561119E-02,  0.668906E-07,  0.197728E-14,  0.161696E-25
  0.170000E+02,  0.583196E-02,  0.108942E-02,  0.583187E-02,  0.942823E-07,  0.644515E-14,  0.171528E-24
  0.180000E+02,  0.606053E-02,  0.113881E-02,  0.606040E-02,  0.126728E-06,  0.185588E-13,  0.137740E-23
  0.190000E+02,  0.628790E-02,  0.118853E-02,  0.628774E-02,  0.164253E-06,  0.474797E-13,  0.963940E-23
  0.200000E+02,  0.650299E-02,  0.123649E-02,  0.650278E-02,  0.206794E-06,  0.108701E-12,  0.589657E-22
  0.210000E+02,  0.670590E-02,  0.128280E-02,  0.670565E-02,  0.254120E-06,  0.224687E-12,  0.316042E-21
  0.220000E+02,  0.691508E-02,  0.133107E-02,  0.691478E-02,  0.305996E-06,  0.423791E-12,  0.148760E-20
  0.230000E+02,  0.715983E-02,  0.138698E-02,  0.715946E-02,  0.362428E-06,  0.738224E-12,  0.616613E-20
  0.240000E+02,  0.745898E-02,  0.145415E-02,  0.745856E-02,  0.423695E-06,  0.120285E-11,  0.225839E-19
  0.250000E+02,  0.780160E-02,  0.153042E-02,  0.780111E-02,  0.490130E-06,  0.185571E-11,  0.733946E-19
  0.260000E+02,  0.814790E-02,  0.160800E-02,  0.814734E-02,  0.561902E-06,  0.273909E-11,  0.212743E-18
  0.270000E+02,  0.845139E-02,  0.167782E-02,  0.845075E-02,  0.638975E-06,  0.389896E-11,  0.553492E-18
  0.280000E+02,  0.868276E-02,  0.173409E-02,  0.868204E-02,  0.721283E-06,  0.538300E-11,  0.130233E-17
  0.290000E+02,  0.883756E-02,  0.177582E-02,  0.883675E-02,  0.808996E-06,  0.723935E-11,  0.279601E-17
  0.300000E+02,  0.892772E-02,  0.180515E-02,  0.892682E-02,  0.902727E-06,  0.951831E-11,  0.553227E-17
  0.310000E+02,  0.897081E-02,  0.182536E-02,  0.896980E-02,  0.100348E-05,  0.122752E-10,  0.101965E-16
  0.320000E+02,  0.898691E-02,  0.184040E-02,  0.898580E-02,  0.111228E-05,  0.155715E-10,  0.176931E-16
